"ANYO","MES","GRUPO","SECTOR","FOB"
2005,2,"Piedras talladas o aserradas","Rocas de aplicación",188933.99
2005,2,"Pizarra","Rocas de aplicación",33711.54
2005,2,"Plata","Metaliferos",1340763.06
2005,2,"Plomo","Metaliferos",2253717.49
2005,2,"Potasio","No metaliferos",5502.9
2005,2,"Sal","No metaliferos",142593.94
2005,2,"Sulfatos","No metaliferos",1298233.11
2005,2,"Talco","No metaliferos",2875.04
2005,2,"Turba","No metaliferos",6180
2005,2,"Uranio","Metaliferos",38251.52
2005,2,"Volframio","Metaliferos",35066.45
2005,2,"Yesos","No metaliferos",95952.86
2005,3,"Abrasivos naturales","No metaliferos",513.4
2005,3,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",289416.5
2005,3,"Aluminio","Metaliferos",3669
2005,3,"Arcillas","No metaliferos",913.64
2005,3,"Arcillas Dilatadas","Rocas de aplicación",26848.6
2005,3,"Arcillas activadas","No metaliferos",123939.8
2005,3,"Arenas","No metaliferos",4704
2005,3,"Arenas de Circonio","No metaliferos",25360
2005,3,"Asfaltita","No metaliferos",284300.79
2005,3,"Azufre","No metaliferos",15418.39
2005,3,"Baritina","No metaliferos",5574.5
2005,3,"Bentonita","No metaliferos",513053.74
2005,3,"Boratos","No metaliferos",2635900.4
2005,3,"Cales","Rocas de aplicación",865039.44
2005,3,"Caliza","Rocas de aplicación",26534.88
2005,3,"Cantos rodados y Triturados pétreos","Rocas de aplicación",16461.9
2005,3,"Caolín","No metaliferos",35918.17
2005,3,"Cementos","Rocas de aplicación",1169366.72
2005,3,"Cinc","Metaliferos",291980.77
2005,3,"Cobre","Metaliferos",29805666.16
2005,3,"Creta","No metaliferos",15225.36
2005,3,"Cuarcita","Rocas de aplicación",100
2005,3,"Cuarzo","No metaliferos",7704.78
2005,3,"Demas minerales n.c.p","No metaliferos",4092.7
2005,3,"Demás desperdicios metalicos","Metaliferos",8950
2005,3,"Demás piedras de talla o constucción","Rocas de aplicación",354237.13
2005,3,"Diatomita activada","No metaliferos",14.4
2005,3,"Diatomitas","No metaliferos",11979.12
2005,3,"Dolomita","Rocas de aplicación",90841.03
2005,3,"Feldespato","No metaliferos",31889.11
2005,3,"Ferroaleaciones","Metaliferos",3375854.21
2005,3,"Grafito","No metaliferos",134.52
2005,3,"Granito","Rocas de aplicación",162117.51
2005,3,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",46004
2005,3,"Las demás manufacturas de las demás piedras","Rocas de aplicación",26027.02
2005,3,"Litio","No metaliferos",3842318
2005,3,"Magnesio","Metaliferos",958.83
2005,3,"Mica","No metaliferos",65.96
2005,3,"Min.y Conc, de metales preciosos","Metaliferos",621559.48
2005,3,"Mármoles","Rocas de aplicación",485672.82
2005,3,"Oro","Metaliferos",12097007.11
2005,3,"Oxidos de hierro","No metaliferos",63312.21
2005,3,"Perlita","Rocas de aplicación",37236.4
2005,3,"Piedra pómez","Rocas de aplicación",5408.85
2005,3,"Piedras talladas o aserradas","Rocas de aplicación",810480.24
2005,3,"Pizarra","Rocas de aplicación",23056
2005,3,"Plata","Metaliferos",325562.44
2005,3,"Plomo","Metaliferos",2146656.46
2005,3,"Sal","No metaliferos",168956.77
2005,3,"Sulfatos","No metaliferos",1424498.25
2005,3,"Talco","No metaliferos",2144.16
2005,3,"Turba","No metaliferos",19000
2005,3,"Uranio","Metaliferos",72755.48
2005,3,"Yesos","No metaliferos",74979.72
2005,4,"Abrasivos naturales","No metaliferos",283.76
2005,4,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",299944.12
2005,4,"Aluminio","Metaliferos",12
2005,4,"Arcillas","No metaliferos",5196.31
2005,4,"Arcillas Dilatadas","Rocas de aplicación",84606.04
2005,4,"Arcillas activadas","No metaliferos",100869.9
2005,4,"Arenas","No metaliferos",8716.49
2005,4,"Arenisca","Rocas de aplicación",7676.86
2005,4,"Asfaltita","No metaliferos",283210.98
2005,4,"Azufre","No metaliferos",11214
2005,4,"Bentonita","No metaliferos",575378.52
2005,4,"Boratos","No metaliferos",2896302.47
2005,4,"Cales","Rocas de aplicación",786988.1
2005,4,"Caliza","Rocas de aplicación",11800.68
2005,4,"Cantos rodados y Triturados pétreos","Rocas de aplicación",31566.3
2005,4,"Caolín","No metaliferos",58879.36
2005,4,"Cementos","Rocas de aplicación",1105951.56
2005,4,"Cinc","Metaliferos",1208852.64
2005,4,"Cobre","Metaliferos",98175296.59
2005,4,"Creta","No metaliferos",13751.36
2005,4,"Cuarcita","Rocas de aplicación",75
2005,4,"Cuarzo","No metaliferos",9768.9
2005,4,"Demas minerales n.c.p","No metaliferos",6140
2005,4,"Demás desperdicios metalicos","Metaliferos",8950
2005,4,"Demás piedras de talla o constucción","Rocas de aplicación",177028.44
2005,4,"Diatomitas","No metaliferos",4662.58
2005,4,"Dolomita","Rocas de aplicación",75730.68
2005,4,"Feldespato","No metaliferos",39921.44
2005,4,"Ferroaleaciones","Metaliferos",4097251.28
2005,4,"Fluorita","No metaliferos",34644
2005,4,"Grafito","No metaliferos",2031.8
2005,4,"Granito","Rocas de aplicación",334709.64
2005,4,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",62744.25
2005,4,"Las demás manufacturas de las demás piedras","Rocas de aplicación",41000.6
2005,4,"Litio","No metaliferos",4994127.79
2005,4,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",2800
2005,4,"Magnesio","Metaliferos",1429.56
2005,4,"Mica","No metaliferos",4005
2005,4,"Min.y Conc, de metales preciosos","Metaliferos",458127.54
2005,4,"Mármoles","Rocas de aplicación",464480.06
2005,4,"Oro","Metaliferos",12525651.87
2005,4,"Oxidos de hierro","No metaliferos",30866.55
2005,4,"Perlita","Rocas de aplicación",43426.3
2005,4,"Piedra pómez","Rocas de aplicación",8051.09
2005,4,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",52501.64
2005,4,"Piedras talladas o aserradas","Rocas de aplicación",1068312.71
2005,4,"Pizarra","Rocas de aplicación",78541.9
2005,4,"Plata","Metaliferos",1472484.27
2005,4,"Plomo","Metaliferos",1901781.57
2005,4,"Potasio","No metaliferos",48.78
2005,4,"Sal","No metaliferos",137442.65
2005,4,"Sulfatos","No metaliferos",1463142.63
2005,4,"Talco","No metaliferos",5096.72
2005,4,"Turba","No metaliferos",40800
2005,4,"Uranio","Metaliferos",32801.74
2005,4,"Volframio","Metaliferos",20644.7
2005,4,"Yesos","No metaliferos",80879.33
2005,5,"Abrasivos naturales","No metaliferos",235
2005,5,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",44155.91
2005,5,"Aluminio","Metaliferos",376
2005,5,"Arcillas","No metaliferos",1690.5
2005,5,"Arcillas Dilatadas","Rocas de aplicación",36102.08
2005,5,"Arcillas activadas","No metaliferos",108703.39
2005,5,"Arenas","No metaliferos",17681.73
2005,5,"Asfaltita","No metaliferos",435370.16
2005,5,"Baritina","No metaliferos",3723.4
2005,5,"Bentonita","No metaliferos",712785.3
2005,5,"Boratos","No metaliferos",3007227.09
2005,5,"Cales","Rocas de aplicación",754004.42
2005,5,"Caliza","Rocas de aplicación",5134.85
2005,5,"Cantos rodados y Triturados pétreos","Rocas de aplicación",29954.35
2005,5,"Caolín","No metaliferos",22507.32
2005,5,"Cementos","Rocas de aplicación",1069905.55
2005,5,"Cinc","Metaliferos",527120.57
2005,5,"Cobalto","Metaliferos",79.45
2005,5,"Cobre","Metaliferos",44999984.09
2005,5,"Creta","No metaliferos",13285.24
2005,5,"Cuarcita","Rocas de aplicación",100
2005,5,"Cuarzo","No metaliferos",0
2005,5,"Demas minerales n.c.p","No metaliferos",50
2005,5,"Demás desperdicios metalicos","Metaliferos",12947.07
2005,5,"Demás piedras de talla o constucción","Rocas de aplicación",8746.57
2005,5,"Diatomitas","No metaliferos",4225
2005,5,"Dolomita","Rocas de aplicación",84135.99
2005,5,"Estaño","Metaliferos",342.88
2005,5,"Feldespato","No metaliferos",15978.6
2005,5,"Ferroaleaciones","Metaliferos",3422394.26
2005,5,"Fluorita","No metaliferos",32741.4
2005,5,"Fosfatos","No metaliferos",2560
2005,5,"Grafito","No metaliferos",18
2005,5,"Granito","Rocas de aplicación",471766.51
2005,5,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",94228.8
2005,5,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",3802.51
2005,5,"Las demás manufacturas de las demás piedras","Rocas de aplicación",31435.9
2005,5,"Litio","No metaliferos",4700514.46
2005,5,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",8940
2005,5,"Magnesio","Metaliferos",1126.45
2005,5,"Magnesio","No metaliferos",4.22
2005,5,"Mica","No metaliferos",4322.94
2005,5,"Min.y Conc, de metales preciosos","Metaliferos",427175.45
2005,5,"Mármol travertino","Rocas de aplicación",3
2005,5,"Mármoles","Rocas de aplicación",732755.47
2005,5,"Oro","Metaliferos",10227878.66
2005,5,"Oxidos de hierro","No metaliferos",23866.16
2005,5,"Perlita","Rocas de aplicación",32078
2005,5,"Piedra pómez","Rocas de aplicación",12081.01
2005,5,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",79651.3
2005,5,"Piedras talladas o aserradas","Rocas de aplicación",204733.66
2005,5,"Pizarra","Rocas de aplicación",30723.37
2005,5,"Plata","Metaliferos",294275.95
2005,5,"Plomo","Metaliferos",1767957.43
2005,5,"Potasio","No metaliferos",497
2005,5,"Sal","No metaliferos",139115.34
2005,5,"Sulfatos","No metaliferos",2861145.01
2005,5,"Talco","No metaliferos",5363.82
2005,5,"Turba","No metaliferos",3655.17
2005,5,"Volframio","Metaliferos",16098.5
2005,5,"Yesos","No metaliferos",168248.57
2005,6,"Abrasivos naturales","No metaliferos",230
2005,6,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",386627.97
2005,6,"Aluminio","Metaliferos",2284.72
2005,6,"Arcillas","No metaliferos",28
2005,6,"Arcillas Dilatadas","Rocas de aplicación",48299.84
2005,6,"Arcillas activadas","No metaliferos",56916.85
2005,6,"Arenas","No metaliferos",6390.87
2005,6,"Arenas de escorias de siderurgia","Metaliferos",41718.34
2005,6,"Arenisca","Rocas de aplicación",3460
2005,6,"Asfaltita","No metaliferos",456300.05
2005,6,"Azufre","No metaliferos",21117
2005,6,"Baritina","No metaliferos",7043.71
2005,6,"Bentonita","No metaliferos",676760
2005,6,"Boratos","No metaliferos",2709295.83
2005,6,"Cales","Rocas de aplicación",542103
2005,6,"Caliza","Rocas de aplicación",7950.48
2005,6,"Cantos rodados y Triturados pétreos","Rocas de aplicación",9085
2005,6,"Caolín","No metaliferos",55442.31
2005,6,"Cementos","Rocas de aplicación",618875.65
2005,6,"Cinc","Metaliferos",1036263.68
2005,6,"Cobre","Metaliferos",144181095.2
2005,6,"Creta","No metaliferos",6143.84
2005,6,"Cuarzo","No metaliferos",7825.71
2005,6,"Demas minerales n.c.p","No metaliferos",8329.52
2005,6,"Demás desperdicios metalicos","Metaliferos",5370
2005,6,"Demás piedras de talla o constucción","Rocas de aplicación",120306.11
2005,6,"Diatomitas","No metaliferos",13540
2005,6,"Dolomita","Rocas de aplicación",57316.88
2005,6,"Feldespato","No metaliferos",9757.12
2005,6,"Ferroaleaciones","Metaliferos",3563724.32
2005,6,"Granito","Rocas de aplicación",401383.64
2005,6,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",40800
2005,6,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",25907.08
2005,6,"Las demás manufacturas de las demás piedras","Rocas de aplicación",21216.64
2005,6,"Litio","No metaliferos",4611212.4
2005,6,"Magnesio","Metaliferos",1287.47
2005,6,"Magnesio","No metaliferos",7340
2005,6,"Mica","No metaliferos",2520
2005,6,"Min.y Conc, de metales preciosos","Metaliferos",445885.05
2005,6,"Mármoles","Rocas de aplicación",243596.39
2005,6,"Oro","Metaliferos",10530082.25
2005,6,"Oxidos de hierro","No metaliferos",50182.46
2005,6,"Perlita","Rocas de aplicación",37183.7
2005,6,"Piedra pómez","Rocas de aplicación",7615.71
2005,6,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",182997.6
2005,6,"Piedras talladas o aserradas","Rocas de aplicación",1087744.15
2005,6,"Pizarra","Rocas de aplicación",57296.09
2005,6,"Plata","Metaliferos",1268980.95
2005,6,"Plomo","Metaliferos",1925042.03
2005,6,"Sal","No metaliferos",205319.08
2005,6,"Sulfatos","No metaliferos",1974150.05
2005,6,"Titanio","Metaliferos",34802.82
2005,6,"Turba","No metaliferos",313
2005,6,"Uranio","Metaliferos",27285.51
2005,6,"Volframio","Metaliferos",21626
2005,6,"Yesos","No metaliferos",36505.57
2005,7,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",61896.93
2005,7,"Aluminio","Metaliferos",3
2005,7,"Arcillas","No metaliferos",4269.49
2005,7,"Arcillas Dilatadas","Rocas de aplicación",39068.58
2005,7,"Arcillas activadas","No metaliferos",158225
2005,7,"Arenas","No metaliferos",23655.11
2005,7,"Arenas de Circonio","No metaliferos",44.85
2005,7,"Arenisca","Rocas de aplicación",9120
2005,7,"Asfaltita","No metaliferos",484014.46
2005,7,"Baritina","No metaliferos",9996.04
2005,7,"Bentonita","No metaliferos",711320.96
2005,7,"Boratos","No metaliferos",2380660.41
2005,7,"Cales","Rocas de aplicación",840074.45
2005,7,"Caliza","Rocas de aplicación",23433.8
2005,7,"Cantos rodados y Triturados pétreos","Rocas de aplicación",12408
2005,7,"Caolín","No metaliferos",44168.35
2005,7,"Cementos","Rocas de aplicación",688420.57
2005,7,"Cenizas y residuos","Metaliferos",26001
2005,7,"Cinc","Metaliferos",992950.85
2005,7,"Cobalto","Metaliferos",794.82
2005,7,"Cobre","Metaliferos",23425827.15
2005,7,"Creta","No metaliferos",16024.1
2005,7,"Cuarzo","No metaliferos",8348.9
2005,7,"Demas minerales n.c.p","No metaliferos",12163.85
2005,7,"Demás desperdicios metalicos","Metaliferos",4879.54
2005,7,"Diatomitas","No metaliferos",6100.5
2005,7,"Dolomita","Rocas de aplicación",94889.62
2005,7,"Feldespato","No metaliferos",54316.26
2005,7,"Ferroaleaciones","Metaliferos",3049912.6
2005,7,"Fluorita","No metaliferos",23969.64
2005,7,"Grafito","No metaliferos",281.39
2005,7,"Granito","Rocas de aplicación",396408.68
2005,7,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",26618
2005,7,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",10410.4
2005,7,"Las demás manufacturas de las demás piedras","Rocas de aplicación",51009.67
2005,7,"Litio","No metaliferos",5405228
2005,7,"Magnesio","Metaliferos",1577.45
2005,7,"Magnesio","No metaliferos",159
2005,7,"Mica","No metaliferos",7489.72
2005,7,"Min.y Conc, de metales preciosos","Metaliferos",217486.62
2005,7,"Mármoles","Rocas de aplicación",477931.41
2005,7,"Níquel","Metaliferos",27000
2005,7,"Oro","Metaliferos",12198426.84
2005,7,"Oxidos de hierro","No metaliferos",46706.57
2005,7,"Perlita","Rocas de aplicación",57641.5
2005,7,"Piedra pómez","Rocas de aplicación",9057.16
2005,7,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",8883
2005,7,"Piedras talladas o aserradas","Rocas de aplicación",210332.19
2005,7,"Pizarra","Rocas de aplicación",159978.53
2005,7,"Plata","Metaliferos",1331195.68
2005,7,"Plomo","Metaliferos",1788399.4
2005,7,"Potasio","No metaliferos",47.6
2005,7,"Sal","No metaliferos",165192.67
2005,7,"Sulfatos","No metaliferos",2212733.75
2005,7,"Talco","No metaliferos",11431.5
2005,7,"Turba","No metaliferos",6600
2005,7,"Uranio","Metaliferos",27386.15
2005,7,"Volframio","Metaliferos",25817
2005,7,"Yesos","No metaliferos",76596.64
2005,8,"Abrasivos naturales","No metaliferos",248
2005,8,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",112803.55
2005,8,"Aluminio","Metaliferos",977.55
2005,8,"Arcillas","No metaliferos",5400
2005,8,"Arcillas Dilatadas","Rocas de aplicación",37261.85
2005,8,"Arcillas activadas","No metaliferos",72754.8
2005,8,"Arenas","No metaliferos",7701.36
2005,8,"Arenas de Circonio","No metaliferos",16320
2005,8,"Arenisca","Rocas de aplicación",8530
2005,8,"Asfaltita","No metaliferos",550466.97
2005,8,"Baritina","No metaliferos",7043.58
2005,8,"Bentonita","No metaliferos",652528.17
2005,8,"Boratos","No metaliferos",3945156.21
2005,8,"Cales","Rocas de aplicación",589354.79
2005,8,"Caliza","Rocas de aplicación",20289.39
2005,8,"Cantos rodados y Triturados pétreos","Rocas de aplicación",12443
2005,8,"Caolín","No metaliferos",60418.88
2005,8,"Cementos","Rocas de aplicación",860458.34
2005,8,"Cinc","Metaliferos",1161214.59
2005,8,"Cobalto","Metaliferos",1996.9
2005,8,"Cobre","Metaliferos",164190815.48
2005,8,"Creta","No metaliferos",31799.92
2005,8,"Cuarcita","Rocas de aplicación",199.98
2005,8,"Cuarzo","No metaliferos",7939.5
2005,8,"Demas minerales n.c.p","No metaliferos",6389.12
2005,8,"Demás piedras de talla o constucción","Rocas de aplicación",110666.2
2005,8,"Diatomitas","No metaliferos",11875
2005,8,"Dolomita","Rocas de aplicación",88892.38
2005,8,"Feldespato","No metaliferos",31043.41
2005,8,"Ferroaleaciones","Metaliferos",3124251.95
2005,8,"Fluorita","No metaliferos",15239.16
2005,8,"Grafito","No metaliferos",6777.2
2005,8,"Granito","Rocas de aplicación",332962.55
2005,8,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",44911.96
2005,8,"Las demás manufacturas de las demás piedras","Rocas de aplicación",25320.72
2005,8,"Litio","No metaliferos",3741817.18
2005,8,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",9504
2005,8,"Magnesio","Metaliferos",10032.76
2005,8,"Magnesio","No metaliferos",257
2005,8,"Mica","No metaliferos",9927.31
2005,8,"Min.y Conc, de metales preciosos","Metaliferos",269628.31
2005,8,"Mármol travertino","Rocas de aplicación",5800
2005,8,"Mármoles","Rocas de aplicación",238111.3
2005,8,"Níquel","Metaliferos",27650.97
2005,8,"Oro","Metaliferos",10645626.91
2005,8,"Oxidos de hierro","No metaliferos",27752.22
2005,8,"Perlita","Rocas de aplicación",43627.7
2005,8,"Piedra pómez","Rocas de aplicación",13710.88
2005,8,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",43538.65
2005,8,"Piedras talladas o aserradas","Rocas de aplicación",630350.83
2005,8,"Pizarra","Rocas de aplicación",74362.65
2005,8,"Plata","Metaliferos",1167524.17
2005,8,"Plomo","Metaliferos",1878573.56
2005,8,"Potasio","No metaliferos",70
2005,8,"Sal","No metaliferos",213949.79
2005,8,"Sulfatos","No metaliferos",2767140.98
2005,8,"Talco","No metaliferos",403.86
2005,8,"Turba","No metaliferos",6950
2005,8,"Uranio","Metaliferos",43475.72
2005,8,"Volframio","Metaliferos",24982.35
2005,8,"Yesos","No metaliferos",105567.68
2005,9,"Abrasivos naturales","No metaliferos",260
2005,9,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",210548.23
2005,9,"Aluminio","Metaliferos",2861.3
2005,9,"Arcillas Dilatadas","Rocas de aplicación",38705.45
2005,9,"Arcillas activadas","No metaliferos",136913.06
2005,9,"Arenas","No metaliferos",14841.42
2005,9,"Arenas de escorias de siderurgia","Metaliferos",15
2005,9,"Arenisca","Rocas de aplicación",1080
2005,9,"Asfaltita","No metaliferos",804117.97
2005,9,"Azufre","No metaliferos",18361
2005,9,"Baritina","No metaliferos",1033
2005,9,"Bentonita","No metaliferos",705872.02
2005,9,"Boratos","No metaliferos",2908050.77
2005,9,"Cales","Rocas de aplicación",752621.42
2005,9,"Caliza","Rocas de aplicación",306.45
2005,9,"Cantos rodados y Triturados pétreos","Rocas de aplicación",9261.2
2005,9,"Caolín","No metaliferos",24172.99
2005,9,"Cementos","Rocas de aplicación",1086745.81
2005,9,"Cinc","Metaliferos",1867180.18
2005,9,"Cobre","Metaliferos",112964238.36
2005,9,"Creta","No metaliferos",28632.6
2005,9,"Cuarzo","No metaliferos",17185.08
2005,9,"Demas minerales n.c.p","No metaliferos",181.1
2005,9,"Demás desperdicios metalicos","Metaliferos",11030.61
2005,9,"Demás piedras de talla o constucción","Rocas de aplicación",137585.26
2005,9,"Diatomitas","No metaliferos",10401
2005,9,"Dolomita","Rocas de aplicación",113893.56
2005,9,"Feldespato","No metaliferos",30518.61
2005,9,"Ferroaleaciones","Metaliferos",3541143.94
2005,9,"Fluorita","No metaliferos",23197.57
2005,9,"Grafito","No metaliferos",6840
2005,9,"Granito","Rocas de aplicación",494905.87
2005,9,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",51643.64
2005,9,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",10340.8
2005,9,"Las demás manufacturas de las demás piedras","Rocas de aplicación",56591.87
2005,9,"Litio","No metaliferos",2033921.2
2005,9,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",8644.74
2005,9,"Magnesio","Metaliferos",3916
2005,9,"Magnesio","No metaliferos",15
2005,9,"Manganeso","Metaliferos",9239.76
2005,9,"Mica","No metaliferos",6204.03
2005,9,"Min.y Conc, de metales preciosos","Metaliferos",262694.42
2005,9,"Mármol travertino","Rocas de aplicación",1382.14
2005,9,"Mármoles","Rocas de aplicación",647268.68
2005,9,"Oro","Metaliferos",10621244.09
2005,9,"Oxidos de hierro","No metaliferos",41416.18
2005,9,"Perlita","Rocas de aplicación",39575.5
2005,9,"Piedra pómez","Rocas de aplicación",13709.87
2005,9,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",150459.35
2005,9,"Piedras talladas o aserradas","Rocas de aplicación",600399.09
2005,9,"Pizarra","Rocas de aplicación",86260.01
2005,9,"Plomo","Metaliferos",1458954.76
2005,9,"Sal","No metaliferos",185291.35
2005,9,"Sulfatos","No metaliferos",2791788.87
2005,9,"Talco","No metaliferos",375
2005,9,"Volframio","Metaliferos",27260.43
2005,9,"Yesos","No metaliferos",145197.95
2005,10,"Abrasivos naturales","No metaliferos",515.39
2005,10,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",50898.53
2005,10,"Aluminio","Metaliferos",18
2005,10,"Arcillas","No metaliferos",1462.5
2005,10,"Arcillas Dilatadas","Rocas de aplicación",45208.29
2005,10,"Arcillas activadas","No metaliferos",213462.98
2005,10,"Arenas","No metaliferos",19221.34
2005,10,"Arenisca","Rocas de aplicación",4301.4
2005,10,"Asfaltita","No metaliferos",511951.68
2005,10,"Azufre","No metaliferos",16394
2005,10,"Baritina","No metaliferos",7352
2005,10,"Bentonita","No metaliferos",780581.64
2005,10,"Boratos","No metaliferos",2904643.54
2005,10,"Cales","Rocas de aplicación",1195876.38
2005,10,"Caliza","Rocas de aplicación",21625.32
2005,10,"Caolín","No metaliferos",28319.05
2005,10,"Cementos","Rocas de aplicación",1004495.56
2005,10,"Cinc","Metaliferos",2147172.43
2005,10,"Cobre","Metaliferos",105505550.25
2005,10,"Creta","No metaliferos",15932.12
2005,10,"Cuarzo","No metaliferos",33511.32
2005,10,"Demas minerales n.c.p","No metaliferos",27811.35
2005,10,"Demás piedras de talla o constucción","Rocas de aplicación",3452.02
2005,10,"Diatomitas","No metaliferos",22280
2005,10,"Dolomita","Rocas de aplicación",150338.2
2005,10,"Feldespato","No metaliferos",31300.9
2005,10,"Ferroaleaciones","Metaliferos",3406980.72
2005,10,"Fluorita","No metaliferos",11565
2005,10,"Fosfatos","No metaliferos",3200
2005,10,"Grafito","No metaliferos",18
2005,10,"Granito","Rocas de aplicación",405842.55
2005,10,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",41092
2005,10,"Hullas","Combustibles",388417.54
2005,10,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",16390.69
2005,10,"Las demás manufacturas de las demás piedras","Rocas de aplicación",39539.94
2005,10,"Litio","No metaliferos",5250723.27
2005,10,"Magnesio","Metaliferos",1427.95
2005,10,"Mica","No metaliferos",4215.15
2005,10,"Min.y Conc, de metales preciosos","Metaliferos",282695.65
2005,10,"Mármol travertino","Rocas de aplicación",945
2005,10,"Mármoles","Rocas de aplicación",552120.78
2005,10,"Oro","Metaliferos",10729533.01
2005,10,"Oxidos de hierro","No metaliferos",79559.46
2005,10,"Perlita","Rocas de aplicación",39179.54
2005,10,"Piedra pómez","Rocas de aplicación",11798.59
2005,10,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",167.79
2005,10,"Piedras talladas o aserradas","Rocas de aplicación",208636.15
2005,10,"Pizarra","Rocas de aplicación",87815.78
2005,10,"Plata","Metaliferos",1339627.55
2005,10,"Plomo","Metaliferos",1557111.56
2005,10,"Sal","No metaliferos",230688.39
2005,10,"Sulfatos","No metaliferos",2231453.42
2005,10,"Talco","No metaliferos",5264.34
2005,10,"Turba","No metaliferos",2624
2005,10,"Uranio","Metaliferos",27373.32
2005,10,"Volframio","Metaliferos",20644.99
2005,10,"Yesos","No metaliferos",130646.36
2005,11,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",86997.28
2005,11,"Aluminio","Metaliferos",6315
2005,11,"Arcillas","No metaliferos",5188.4
2005,11,"Arcillas Dilatadas","Rocas de aplicación",43750.34
2005,11,"Arcillas activadas","No metaliferos",179038.91
2005,11,"Arenas","No metaliferos",7924.92
2005,11,"Arenisca","Rocas de aplicación",393.83
2005,11,"Asfaltita","No metaliferos",491362.45
2005,11,"Azufre","No metaliferos",3451.2
2005,11,"Baritina","No metaliferos",4970.5
2005,11,"Bentonita","No metaliferos",767861.15
2005,11,"Boratos","No metaliferos",2483583.79
2005,11,"Cales","Rocas de aplicación",1390007.14
2005,11,"Caliza","Rocas de aplicación",39180
2005,11,"Caolín","No metaliferos",60732.32
2005,11,"Cementos","Rocas de aplicación",1149371.17
2005,11,"Cinc","Metaliferos",1744536.59
2005,11,"Cobre","Metaliferos",35304754.37
2005,11,"Creta","No metaliferos",26909.25
2005,11,"Cuarzo","No metaliferos",24900.4
2005,11,"Demas minerales n.c.p","No metaliferos",18970.99
2005,11,"Demás piedras de talla o constucción","Rocas de aplicación",1273.83
2005,11,"Diatomitas","No metaliferos",10488.42
2005,11,"Dolomita","Rocas de aplicación",103207.83
2005,11,"Feldespato","No metaliferos",17867.9
2005,11,"Ferroaleaciones","Metaliferos",3769776.88
2005,11,"Fluorita","No metaliferos",31252
2005,11,"Grafito","No metaliferos",95.76
2005,11,"Granito","Rocas de aplicación",419211.63
2005,11,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",48235.17
2005,11,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",18306.1
2005,11,"Las demás manufacturas de las demás piedras","Rocas de aplicación",258781.69
2005,11,"Litio","No metaliferos",7021693.23
2005,11,"Los demás (galio, hafnio,indio, niobio, etc.), en bruto; desperdicios y desechos; polvo","Metaliferos",1405.81
2005,11,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",7
2005,11,"Magnesio","Metaliferos",2646.42
2005,11,"Mica","No metaliferos",2691.75
2005,11,"Min.y Conc, de metales preciosos","Metaliferos",289507.75
